규정명,조항,제목,본문,키워드
사무관리 규정,제30조-1,비밀문서 — 비  밀,"비  밀 : 대내 또는 대외적으로 비밀 취급을 요하는 문서
(사무관리 규정 제30조 비밀문서 제1호)","비밀문서,대내,또는,대외적으로,비밀,취급을,요하는,문서"
사무관리 규정,제30조-2,비밀문서 — 인  비,"인  비 : 인사에 관한 문서로서 비밀 취급을 요하는 문서
(사무관리 규정 제30조 비밀문서 제2호)","비밀문서,인사에,관한,문서로서,비밀,취급을,요하는,문서"
사무관리 규정,제30조-3,비밀문서 — 대외비,"대외비 : 대외적으로 비밀 취급을 요하는 문서
(사무관리 규정 제30조 비밀문서 제3호)","비밀문서,대외비,대외적으로,비밀,취급을,요하는,문서"
사무관리 규정,제31조,비밀문서의 취급,"①비밀문서의 취급 인가자는 관장이 정한다.
②비밀문서는 관장 또는 작성자의 허가 없이는 복제 또는 복사할 수 없다.
③문서주관부서는 비밀문서의 접수 및 발송에 대하여 별도로 기록 관리한다.

④비밀문서는 일반문서와 구분하여 반드시 보안장치가 된 서류함에 보관, 보존한다.","비밀문서의,취급"
사무관리 규정,제32조,비밀문서의 폐기,"보존 기간이 끝난 비밀문서의 폐기는 문서주관 부서장이 관장의 승인을 얻어 해당 부서
장의 입회하에 반드시 소각 처분하여야 한다.","비밀문서의,폐기"
사무관리 규정,제33조,직인의 종류,"직인의 종류는 다음 각 호와 같다.
1.GS칼텍스 예울마루 수탁 운영 재단법인 지에스칼텍스재단 이사장의 인
2.GS칼텍스 예울마루 수탁 운영 재단법인 지에스칼텍스재단의 인
3.GS칼텍스 예울마루 관장의 인
4.그 밖에 이사장이 필요하다고 인정하는 인(지에스칼텍스재단 사용인감)","직인의,종류"
사무관리 규정,제33조-1,직인의 종류 — GS칼텍스 예울마루 수탁 운영 재단법인 지에스칼텍스,"GS칼텍스 예울마루 수탁 운영 재단법인 지에스칼텍스재단 이사장의 인
(사무관리 규정 제33조 직인의 종류 제1호)","직인의,종류,GS칼텍스,예울마루,수탁,운영,재단법인,지에스칼텍스재단,이사장의"
사무관리 규정,제33조-2,직인의 종류 — GS칼텍스 예울마루 수탁 운영 재단법인 지에스칼텍스,"GS칼텍스 예울마루 수탁 운영 재단법인 지에스칼텍스재단의 인
(사무관리 규정 제33조 직인의 종류 제2호)","직인의,종류,GS칼텍스,예울마루,수탁,운영,재단법인,지에스칼텍스재단의"
사무관리 규정,제33조-3,직인의 종류 — GS칼텍스 예울마루 관장의 인,"GS칼텍스 예울마루 관장의 인
(사무관리 규정 제33조 직인의 종류 제3호)","직인의,종류,GS칼텍스,예울마루,관장의"
사무관리 규정,제33조-4,직인의 종류 — 그 밖에 이사장이 필요하다고 인정하는 인(지에스칼텍,"그 밖에 이사장이 필요하다고 인정하는 인(지에스칼텍스재단 사용인감)
(사무관리 규정 제33조 직인의 종류 제4호)","직인의,종류,밖에,이사장이,필요하다고,인정하는,지에스칼텍스재단,사용인감"
사무관리 규정,제34조,직인의 인영,"①직인의 인영은 직위의 명칭에 “인”자를 붙인다.
②직인의 인영은 한글로 하되, 가로로 새긴다.","직인의,인영"
사무관리 규정,제35조,규격 및 글씨,"①직인은 정사각형으로 하되 그 일변의 길이는 다음과 같다.
②제33조 제1호의 직인: 길이 3센티미터
③그 밖의 직인 : 길이 2.4센티미터","규격,글씨"
사무관리 규정,제36조,직인의 보관 및 관리책임자,직인의 보관 및 관리 책임자는 운영지원팀장으로 한다.,"직인의,보관,관리책임자"
사무관리 규정,제37조,"직인의 제작, 등록, 폐기 등","①직인의 제작.등록.폐기 및 교부는 운영지원팀에서 담당한다. 운영지원팀장은 직인 대장
(별지 서식 제3호)을 비치하고 영구 보존하여야 한다.
②직제의 신설이나 변경, 직인의 분실이나 마모 등으로 인하여 직인의 교부 또는 재교
부를 받고자 하는 경우에는 이사장의 승인을 받아 직인을 제작하여야 한다.
③직인을 폐기하고자 하는 경우 관장은 직인 폐기의 필요 여부를 판단한 후 이사장의 
승인을 얻어 해당 직인을 폐기한다. 이 경우 관장은 직인 대장에 폐기 사실을 기재
하고 폐기대상 직인을 소각한다.
④직인을 제작한 때에는 관장은 직인 대장에 직인의 인영을 등록하여야 한다.
⑤전자문서에 사용하기 위하여 전자관인을 가질 수 있으며, 전자관인의 인영규격 및 
글씨체는 일반관인의 규격 및 글씨체와 같아야 한다.","직인의,제작,등록,폐기"
사무관리 규정,제38조,직인의 사용,"①제33조 제1호의 직인은 예울마루에서 발송하는 공문서(계약 관련 문서 포함)로서 

결재가 완료된 문서에 한하여 사용하여야 한다.
②제1항의 직인 사용 및 제 증명서 발급대장 기록은 전자 문서(인감 날인 신청서) 결
재로 대신한다.
③제1항의 직인은 발신 명의 표시의 마지막 글자에 겹치지 않고 옆에 오도록 한다.
④제33조 제3호의 직인은 예울마루에서 발생하는 대관신청, 제 증명서, 상장, 수료증 등
에 한하여 사용한다.
⑤제33조 제4호의 직인을 사용하는 경우, 계약체결을 위한 인감날인 신청서를 작성할 
때 결재를 득한 기안에 첨부된 계약서가 확인되어야 한다.","직인의,사용"
사무관리 규정,제39조,직인생략,"동일한 시행 문서를 인쇄 또는 복사하여 여러 기관에 발송할 때에는 직인 날인을 생략
할 수 있으며 이 경우에는 기관명 위에 “직인 생략”을 표시하여야 한다. 다만, 중요한 
문서일 경우에는 직인을 날인하여 발송하여야 한다.",직인생략
사무관리 규정,제40조,비상시의 직인 관리,비상사태의 발생 시에는 직인 상자를 우선적으로 반출하여야 한다.,"비상시의,직인,관리"
사무관리 규정,제41조,작성대상,"모든 업무담당자는 인사발령 및 업무 위임 시 담당업무 전반에 관한 업무인계ᆞ인수서를 
7일 이내에 인계자, 인수자 및 입회자의 서명 날인으로 작성하여야 한다.",작성대상
사무관리 규정,제42조,작성부수 및 보관,"인계인수서는 각 3부를 작성하여 관장의 결재를 득한 후 인계ᆞ인수자 각 1부, 1부는 
운영지원팀에서 보관한다.","작성부수,보관"
사무관리 규정,제43조,업무협조,"① 각 부서가 다음 각 호의 어느 하나에 해당하는 업무를 행하고자 하는 때에는 당해 업
무의 기획ᆞ확정ᆞ공표 또는 시행 전에 관계부서의 업무협조를 받아야 한다. 이 경우 
업무협조의 요청을 받은 부서는 업무가 효율적으로 수행될 수 있도록 적극 협조하여
야 한다.
  1. 2개 이상의 부서가 공동으로 행하는 것이 필요한 업무
  2. 다른 부서의 지원을 필요로 하는 업무
  3. 다른 부서의 승인 등을 거쳐야 하는 업무
  4. 그 밖에 다른 부서의 협의ᆞ동의 및 의견조회 등이 필요한 업무
② 업무협조를 요청함에 있어서는 그 취지와 추진계획 및 파급효과 등 당해 업무협조  

사안에 대한 이해를 도울 수 있는 관계 자료를 함께 송부하여야 한다.",업무협조
사무관리 규정,제43조-1,업무협조 — 2개 이상의 부서가 공동으로 행하는 것이 필요한 업,"2개 이상의 부서가 공동으로 행하는 것이 필요한 업무
(사무관리 규정 제43조 업무협조 제1호)","업무협조,2개,이상의,부서가,공동으로,행하는,것이,필요한,업무"
사무관리 규정,제43조-2,업무협조 — 다른 부서의 지원을 필요로 하는 업무,"다른 부서의 지원을 필요로 하는 업무
(사무관리 규정 제43조 업무협조 제2호)","업무협조,다른,부서의,지원을,필요로,하는,업무"
사무관리 규정,제43조-3,업무협조 — 다른 부서의 승인 등을 거쳐야 하는 업무,"다른 부서의 승인 등을 거쳐야 하는 업무
(사무관리 규정 제43조 업무협조 제3호)","업무협조,다른,부서의,승인,등을,거쳐야,하는,업무"
사무관리 규정,제43조-4,업무협조 — 그 밖에 다른 부서의 협의ᆞ동의 및 의견조회 등이,"그 밖에 다른 부서의 협의ᆞ동의 및 의견조회 등이 필요한 업무
(사무관리 규정 제43조 업무협조 제4호)","업무협조,밖에,다른,부서의,협의동의,의견조회,등이,필요한,업무"
사무관리 규정,제44조,업무협조의 방법,"업무협조는 다음의 방법에 의한다.
  1. 문서에 의한 협조
  2. 회의 등에 의한 협조
  3. 공동작업반 편성 등에 의한 협조
  4. 전화 등에 의한 협조","업무협조의,방법"
사무관리 규정,제44조-1,업무협조의 방법 — 문서에 의한 협조,"문서에 의한 협조
(사무관리 규정 제44조 업무협조의 방법 제1호)","업무협조의,방법,문서에,의한,협조"
사무관리 규정,제44조-2,업무협조의 방법 — 회의 등에 의한 협조,"회의 등에 의한 협조
(사무관리 규정 제44조 업무협조의 방법 제2호)","업무협조의,방법,회의,등에,의한,협조"
사무관리 규정,제44조-3,업무협조의 방법 — 공동작업반 편성 등에 의한 협조,"공동작업반 편성 등에 의한 협조
(사무관리 규정 제44조 업무협조의 방법 제3호)","업무협조의,방법,공동작업반,편성,등에,의한,협조"
사무관리 규정,제44조-4,업무협조의 방법 — 전화 등에 의한 협조,"전화 등에 의한 협조
(사무관리 규정 제44조 업무협조의 방법 제4호)","업무협조의,방법,전화,등에,의한,협조"
사무관리 규정,제45조,사무개선,"①각 부서장은 서비스의 질 및 사무의 생산성을 향상시키기 위하여 지속적으로 해당 
부서의 사무수행절차 및 방법을 개선하여야 한다.
②각 부서장은 사무개선을 추진하기 위하여 해당 부서의 사무에 대한 체계적인 목표
관리와 행정정보의 공동 활용에 노력하여야 한다.",사무개선
사무관리 규정,제46조,사무관리에 관한 교육,"직원에 대한 일반적인 사무관리에 관한 교육은 운영지원팀이 주관한다. 다만, 업무의 
특성상 다른 부서가 교육을 주관하는 것이 타당하다고 인정되는 경우에는 그 부서가 교
육을 담당하고 운영지원팀이 협조한다.","사무관리에,관한,교육"
사무관리 규정,제47조,시행규칙,이 규정의 시행에 관하여 필요한 사항은 따로 규칙으로 이사장이 정할 수 있다.,시행규칙
사무관리 규정,별표1,문서 보존 기간 (제26조 관련),"보존기간문 서 종 류
영 구
Ÿ정관, 규정, 이사회 회의록
Ÿ소송, 등기 등에 관련된 문서
Ÿ관청의 중요 인·허가서
Ÿ채용, 휴.복직, 퇴직, 상벌 등 인사기록
Ÿ감사보고서, 결산보고서
Ÿ문서 보존대장
Ÿ그 밖의 예울마루의 존속, 권익, 연혁에 관련된 문서
10년
Ÿ사업계획서
Ÿ예산 및 결산서류
Ÿ급여, 상여금, 퇴직금 지급에 관한 문서
Ÿ세무‧회계 관계 문서와 증빙서류 
5년
Ÿ임대차 계약서
Ÿ각종 증명서 발급
Ÿ재해보상, 복리후생, 보험 등에 관한 문서
Ÿ각종 실적 보고서
Ÿ운영에 관한 각종 대외보고서
Ÿ공사, 구매 관련 계약서
3년
Ÿ교육, 출장 등에 관한 문서
Ÿ통상적인 회의록
Ÿ일상감사에 관한 문서
Ÿ문서처리에 관한 각종 대장
Ÿ행사, 근태, 휴가, 직무평가 등에 관한 문서
1년
Ÿ휴일 근무 등 근무명령에 관한 문서
Ÿ참고 정도로 받은 각종 보고서, 회람문서 등
Ÿ그 밖의 일시적 처리문서
Ÿ입장권 판매 등 단순하고 일상적인 업무를 수행하면서 생산한 기록물
기타
Ÿ주요 시설물, 설비 등의 설치 및 보수의 이력에 관한 문서는 설비 대체 
시까지 또는 내구연수까지 보존한다.
Ÿ차량, 비품, 집기 등의 물품 보수 이력에 관한 문서는 그 내구연수까지 
보존한다.

(별지 서식 제1호) 내부문서

(별지 서식 제2호) 대외문서

(별지서식 제3호)
 No. :        
직  인  대  장
 기관명 :        
직    인사    인
등 록   년     월     일검 인
각 인 일
각 인 자
재 료인 의 형 상
적 요
폐 기 일
폐 기 사 유","문서,보존,기간,제26조,관련"
